surname,ppm
门,119.22097607916272
来,119.22097607916272
慕,114.96308407633548
东,114.96308407633548
支,114.96308407633548
丹,114.96308407633548
佳,114.96308407633548
倩,114.96308407633548
晶,114.96308407633548
都,110.70519207350826
晁,110.70519207350826
於,106.447300070681
巴,106.447300070681
修,106.447300070681
伏,106.447300070681
班,106.447300070681
阿,106.447300070681
嵇,106.447300070681
波,102.18940806785376
宿,102.18940806785376
逯,102.18940806785376
丽,102.18940806785376
莹,97.93151606502651
候,97.93151606502651
茹,97.93151606502651
农,97.93151606502651
计,97.93151606502651
裘,97.93151606502651
敬,97.93151606502651
雒,97.93151606502651
井,93.6736240621993
练,93.6736240621993
薄,93.6736240621993
尉,93.6736240621993
越,89.41573205937205
阙,89.41573205937205
漆,89.41573205937205
杭,89.41573205937205
戎,89.41573205937205
劳,89.41573205937205
山口,85.1578400565448
檀,85.1578400565448
茅,85.1578400565448
束,85.1578400565448
粟,85.1578400565448
刀,84.683
亢,80.89994805371757
欣,80.89994805371757
郗,80.89994805371757
岩,80.89994805371757
上官,80.89994805371757
虎,80.89994805371757
瑶,80.89994805371757
呼,76.64205605089033
迪,76.64205605089033
青,76.64205605089033
睿,76.64205605089033
羊,76.64205605089033
操,76.64205605089033
琪,76.64205605089033
爽,76.64205605089033
鲜,76.64205605089033
邰,76.64205605089033
聪,72.38416404806308
阴,72.38416404806308
习,72.38416404806308
辜,72.38416404806308
元,72.38416404806308
月,72.38416404806308
欢,72.38416404806308
昌,72.38416404806308
萧,72.38416404806308
航,72.38416404806308
居,72.38416404806308
莉,72.38416404806308
戈,72.38416404806308
可,72.38416404806308
坤,72.38416404806308
银,68.12627204523585
宾,68.12627204523585
那,68.12627204523585
浦,68.12627204523585
盘,68.12627204523585
皮,68.12627204523585
湛,68.12627204523585
巨,68.12627204523585
皇甫,68.12627204523585
綦,63.8683800424086
咸,63.8683800424086
寿,63.8683800424086
干,63.8683800424086
新,63.8683800424086
利,63.8683800424086
冼,63.8683800424086
印,63.8683800424086
钮,60.452
危,59.61048803958136
天,59.61048803958136
昝,59.61048803958136
母,59.61048803958136
衣,59.61048803958136
贝,59.61048803958136
梦,59.61048803958136
水,59.61048803958136
但,59.61048803958136
户,59.61048803958136
弓,59.61048803958136
浩然,59.61048803958136
冶,58.252
毋,55.35259603675413
竺,55.35259603675413
女,55.35259603675413
玄,55.35259603675413
俊杰,55.35259603675413
揭,55.35259603675413
怡,55.35259603675413
由,55.35259603675413
逄,55.35259603675413
容,55.35259603675413
化,55.35259603675413
军,55.35259603675413
区,55.35259603675413
进,55.35259603675413
渠,55.35259603675413
薇,55.35259603675413
政,55.35259603675413
轩,55.35259603675413
帆,55.35259603675413
力,51.09470403392688
保,51.09470403392688
蹇,51.09470403392688
从,51.09470403392688
硕,51.09470403392688
晴,51.09470403392688
贠,51.09470403392688
庆,51.09470403392688
延,51.09470403392688
暴,51.09470403392688
种,51.09470403392688
宛,51.09470403392688
旷,51.09470403392688
萍,51.09470403392688
恒,51.09470403392688
刚,51.09470403392688
訾,47.661
濮,46.83681203109965
彬,46.83681203109965
子,46.83681203109965
凤,46.83681203109965
宝,46.83681203109965
珂,46.83681203109965
茆,46.83681203109965
冒,46.83681203109965
娇,46.83681203109965
奉,46.83681203109965
富,46.83681203109965
锐,46.83681203109965
才,46.83681203109965
幸,46.83681203109965
展,46.83681203109965
晗,46.83681203109965
昕,46.83681203109965
乌,45.19
晓,42.5789200282724
崇,42.5789200282724
双,42.5789200282724
淼,42.5789200282724
同,42.5789200282724
彤,42.5789200282724
开,42.5789200282724
君,42.5789200282724
尧,42.5789200282724
维,42.5789200282724
琴,42.5789200282724
茜,42.5789200282724
买,39.011
斯,38.321028025445166
庹,38.321028025445166
郇,38.321028025445166
宇轩,38.321028025445166
鄂,38.321028025445166
曦,38.321028025445166
果,38.321028025445166
司马,38.321028025445166
春,38.321028025445166
钊,38.321028025445166
正,38.321028025445166
颉,38.321028025445166
琚,38.321028025445166
蓉,38.321028025445166
贲,38.321028025445166
菅,38.321028025445166
历,38.321028025445166
中山,38.321028025445166
婕,38.321028025445166
郄,38.321028025445166
荀,38.321028025445166
大,38.321028025445166
嘉,34.063136022617925
诸葛,34.063136022617925
沃,34.063136022617925
然,34.063136022617925
彪,34.063136022617925
宏,34.063136022617925
岚,34.063136022617925
隆,34.063136022617925
郦,34.063136022617925
野村,34.063136022617925
亚,34.063136022617925
多,34.063136022617925
圆,34.063136022617925
玮,34.063136022617925
扈,34.063136022617925
骏,34.063136022617925
庾,33.488
蒯,31.333
糜,29.80524401979068
后,29.80524401979068
戢,29.80524401979068
邴,29.80524401979068
隗,29.80524401979068
秋,29.80524401979068
沐,29.80524401979068
矫,29.80524401979068
仵,29.80524401979068
竹,29.80524401979068
籍,29.80524401979068
缑,29.80524401979068
加,29.80524401979068
郏,29.80524401979068
先,29.799
司徒,28.471
眭,26.512
续,25.54735201696344
侍,25.54735201696344
谯,25.54735201696344
汝,25.54735201696344
法,25.54735201696344
淦,25.54735201696344
久保,25.54735201696344
令狐,25.54735201696344
巢,25.54735201696344
洛,24.298
鱼,24.235
汲,23.669
宦,21.379
仉,20.357
弋,17.032
郅,15.109
义,14.391
禚,13.094
苌,11.365
宇文,7.968
长,6.664
呼延,4.339
乐正,1.551
鲜于,1.031
公玉,0.965
南荣,0.901
赫连,0.882
东方,0.797
仲长,0.626
慕容,0.358
福,0.316
宗政,0.31
归,0.277
皋,0.272
濮阳,0.257
乾,0.249
恽,0.245
宓,0.22
淳,0.217
笪,0.209
夏侯,0.181
杞,0.169
刑,0.155
段干,0.124
虢,0.12
闻人,0.12
斗,0.118
汉,0.108
贯,0.107
撒,0.1
